01.01. 10:10:29.973    ***Logfile for C&C WarZone client***
01.01. 10:10:29.988    Client version: 2.6.7.5
01.01. 10:10:29.988    Loading settings.
01.01. 10:10:30.379    Initializing updater.
01.01. 10:10:30.394    Update mirror count: 1
01.01. 10:10:30.394    Running from: clientdx.exe
01.01. 10:10:30.394    Operating system: Microsoft Windows NT 6.2.9200.0
01.01. 10:10:30.394    Selected OS profile: WIN810
01.01. 10:10:30.457    Removing partial custom component downloads.
01.01. 10:10:30.472    Checking for the existence of FinalSun.ini.
01.01. 10:10:30.472    FinalSun settings file exists.
01.01. 10:10:30.489    Writing installation path to the Windows registry.
01.01. 10:10:30.503    Starting background processing of INI files.
01.01. 10:10:30.503    /INI/Base does not exist, skipping background processing of INI files.
01.01. 10:10:31.447    Initializing GameClass.
01.01. 10:10:31.750    InitGraphicsMode: 1280x800
01.01. 10:10:31.948    Checking local file versions.
01.01. 10:10:31.954    Loading maps.
01.01. 10:10:34.727    Attempting to parse INI/Battle.ini to populate mission list.
01.01. 10:10:34.727    File INI/Battle.ini not found. Ignoring.
01.01. 10:10:34.727    Attempting to parse INI/BattleFS.ini to populate mission list.
01.01. 10:10:34.727    File INI/BattleFS.ini not found. Ignoring.
01.01. 10:10:34.756    Attempting to parse INI\BattleRA2.ini to populate mission list.
01.01. 10:10:34.782    Finished parsing INI\BattleRA2.ini.
01.01. 10:10:34.805    Attempting to parse INI\BattleYR.ini to populate mission list.
01.01. 10:10:34.805    File INI\BattleYR.ini not found. Ignoring.
01.01. 10:10:34.826    Attempting to parse INI\BattleGEN.ini to populate mission list.
01.01. 10:10:34.826    File INI\BattleGEN.ini not found. Ignoring.
01.01. 10:10:34.854    Attempting to parse INI\BattleRotE.ini to populate mission list.
01.01. 10:10:34.854    File INI\BattleRotE.ini not found. Ignoring.
01.01. 10:10:34.874    Attempting to parse INI\Challenge.ini to populate mission list.
01.01. 10:10:34.874    File INI\Challenge.ini not found. Ignoring.
01.01. 10:10:35.060    Reading statistics.
01.01. 10:10:35.736    AssetLoader.LoadSound: Sound not found! getready.wav
01.01. 10:10:35.795    AssetLoader.LoadSound: Sound not found! getready.wav
01.01. 10:10:35.795    AssetLoader.LoadSound: Sound not found! return.wav
01.01. 10:10:36.100    AssetLoader.LoadSound: Sound not found! getready.wav
01.01. 10:10:36.100    AssetLoader.LoadSound: Sound not found! return.wav
01.01. 10:10:36.148    AssetLoader.LoadSound: Sound not found! getready.wav
01.01. 10:10:36.535    CheckForUpdates()
01.01. 10:10:36.549    Checking version on the server.
01.01. 10:10:36.554    Trying to connect to update mirror http://www.riseoftheeastmod.com/tibwar/warzone/live/
01.01. 10:10:37.240    Hardware info: Apple Silicon (1 cores) Apple Silicon (1 cores) Apple Silicon (1 cores) Apple Silicon (1 cores) Apple Silicon (1 cores) Apple Silicon (1 cores) | Video controller: Parallels Display Adapter (WDDM) | Total physical memory: 8GB
01.01. 10:10:38.808    Downloaded version information, parsing.
01.01. 10:10:38.823    Server game version is 5.7.7, local version is 5.7.7
01.01. 10:10:38.823    File identifiers updated.
01.01. 10:10:38.833    Checking if custom components are outdated.
01.01. 10:10:42.784    Writing settings INI.
01.01. 10:10:42.814    Attempting to DNS resolve GameSurge (irc.gamesurge.net).
01.01. 10:10:42.814    Attempting to DNS resolve GameSurge Chicago, IL (ColoCrossing.IL.US.GameSurge.net).
01.01. 10:10:42.814    Attempting to DNS resolve GameSurge Santa Ana, CA (Krypt.CA.US.GameSurge.net).
01.01. 10:10:42.814    Attempting to DNS resolve GameSurge London, UK (Burstfire.UK.EU.GameSurge.net).
01.01. 10:10:42.814    Attempting to DNS resolve GameSurge Newark, NJ (Gameservers.NJ.US.GameSurge.net).
01.01. 10:10:42.860    DNS resolved GameSurge (irc.gamesurge.net): 162.248.94.123, 192.223.27.109, 188.240.145.60, 128.140.107.226, 195.68.206.250
01.01. 10:10:42.864    Attempting to ping GameSurge (195.68.206.250).
01.01. 10:10:42.876    DNS resolved GameSurge Newark, NJ (Gameservers.NJ.US.GameSurge.net): 192.223.27.109, 162.248.94.123
01.01. 10:10:42.876    Skipped a duplicate IP from GameSurge Newark, NJ (192.223.27.109).
01.01. 10:10:42.876    DNS resolved GameSurge Santa Ana, CA (Krypt.CA.US.GameSurge.net): 209.11.244.82
01.01. 10:10:42.876    Skipped a duplicate IP from GameSurge Newark, NJ (162.248.94.123).
01.01. 10:10:42.876    Attempting to ping GameSurge Santa Ana, CA (209.11.244.82).
01.01. 10:10:42.876    Attempting to DNS resolve GameSurge Seattle, WA (NuclearFallout.WA.US.GameSurge.net).
01.01. 10:10:42.876    DNS resolved GameSurge London, UK (Burstfire.UK.EU.GameSurge.net): 195.68.206.250
01.01. 10:10:42.876    Skipped a duplicate IP from GameSurge London, UK (195.68.206.250).
01.01. 10:10:42.876    Attempting to DNS resolve GameSurge Stockholm, Sweden (Portlane.SE.EU.GameSurge.net).
01.01. 10:10:42.905    DNS resolved GameSurge Chicago, IL (ColoCrossing.IL.US.GameSurge.net): 162.248.94.123, 192.223.27.109
01.01. 10:10:42.905    Skipped a duplicate IP from GameSurge Chicago, IL (162.248.94.123).
01.01. 10:10:42.905    Skipped a duplicate IP from GameSurge Chicago, IL (192.223.27.109).
01.01. 10:10:42.905    Attempting to DNS resolve GameSurge NYC, NY (Prothid.NY.US.GameSurge.Net).
01.01. 10:10:42.946    DNS resolved GameSurge Seattle, WA (NuclearFallout.WA.US.GameSurge.net): 162.248.94.123
01.01. 10:10:42.946    Skipped a duplicate IP from GameSurge Seattle, WA (162.248.94.123).
01.01. 10:10:42.946    Attempting to DNS resolve GameSurge Wuppertal, Germany (TAL.DE.EU.GameSurge.net).
01.01. 10:10:42.955    DNS resolved GameSurge NYC, NY (Prothid.NY.US.GameSurge.Net): 192.223.27.109
01.01. 10:10:42.955    Skipped a duplicate IP from GameSurge NYC, NY (192.223.27.109).
01.01. 10:10:42.955    Attempting to DNS resolve GameSurge IP 208.167.237.120 (208.167.237.120).
01.01. 10:10:42.955    DNS resolved GameSurge IP 208.167.237.120 (208.167.237.120): 208.167.237.120
01.01. 10:10:42.955    Attempting to ping GameSurge IP 208.167.237.120 (208.167.237.120).
01.01. 10:10:42.955    DNS resolved GameSurge Stockholm, Sweden (Portlane.SE.EU.GameSurge.net): 128.140.107.226, 188.240.145.60, 195.68.206.250
01.01. 10:10:42.955    Skipped a duplicate IP from GameSurge Stockholm, Sweden (128.140.107.226).
01.01. 10:10:42.955    Skipped a duplicate IP from GameSurge Stockholm, Sweden (188.240.145.60).
01.01. 10:10:42.955    Skipped a duplicate IP from GameSurge Stockholm, Sweden (195.68.206.250).
01.01. 10:10:42.955    Attempting to DNS resolve GameSurge IP 192.223.27.109 (192.223.27.109).
01.01. 10:10:42.955    DNS resolved GameSurge IP 192.223.27.109 (192.223.27.109): 192.223.27.109
01.01. 10:10:42.955    Skipped a duplicate IP from GameSurge IP 192.223.27.109 (192.223.27.109).
01.01. 10:10:42.955    Attempting to DNS resolve GameSurge IP 108.174.48.100 (108.174.48.100).
01.01. 10:10:42.955    DNS resolved GameSurge IP 108.174.48.100 (108.174.48.100): 108.174.48.100
01.01. 10:10:42.955    Attempting to ping GameSurge IP 108.174.48.100 (108.174.48.100).
01.01. 10:10:42.991    DNS resolved GameSurge Wuppertal, Germany (TAL.DE.EU.GameSurge.net): 128.140.107.226
01.01. 10:10:42.995    Skipped a duplicate IP from GameSurge Wuppertal, Germany (128.140.107.226).
01.01. 10:10:42.995    Attempting to DNS resolve GameSurge IP 208.146.35.105 (208.146.35.105).
01.01. 10:10:42.995    DNS resolved GameSurge IP 208.146.35.105 (208.146.35.105): 208.146.35.105
01.01. 10:10:42.995    Attempting to ping GameSurge IP 208.146.35.105 (208.146.35.105).
01.01. 10:10:43.281    Failed to ping the server GameSurge IP 208.167.237.120 (208.167.237.120): TimedOut.
01.01. 10:10:43.281    Failed to ping the server GameSurge (195.68.206.250): TimedOut.
01.01. 10:10:43.281    Failed to ping the server GameSurge IP 208.146.35.105 (208.146.35.105): TimedOut.
